appid,name,price,positive_ratings,negative_ratings,owners,average_playtime,is_multiplayer,description_length,tag_count,addictive_tag_count,addiction_level
402620,Kindred Spirits on the Roof,26.99,574,22,,345,0,317,13,0,High
402710,Osiris: New Dawn,18.99,6333,3149,,418,0,227,19,8,High
402750,Giant Machines 2017,14.99,196,85,,115,0,293,14,3,Low
402840,Crusaders of the Lost Idols,0.0,1823,345,,581,0,285,12,3,High
402850,Miner Mayhem,0.79,69,42,,348,0,122,7,1,High
402980,Osteya,5.79,46,31,,340,0,157,7,1,High
403120,THE GAME OF LIFE,3.99,267,106,,467,0,248,13,2,High
403190,Planetbase,15.49,4171,1267,,1069,0,214,20,5,High
403200,Legends of Dawn Reborn,19.9,21,46,,283,0,289,4,2,Medium
403400,ARCADE GAME SERIES: DIG DUG,2.79,166,41,,2,0,145,4,1,Low
403430,ARCADE GAME SERIES: GALAGA,2.79,267,46,,3,0,156,8,1,Low
403510,Fairy Tale Mysteries 2: The Beanstalk,6.99,170,42,,271,0,24,16,0,Medium
403560,Eaten Alive,0.79,166,301,,236,0,269,8,1,Medium
403570,Stigmat,3.19,580,249,,194,0,116,7,1,Medium
403640,Dishonored 2,29.99,21022,5059,,1117,0,287,20,2,High
403700,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,3.99,218,33,,220,0,182,4,1,Medium
403740,GabeN: The Final Decision,0.79,432,270,,243,0,158,7,1,Medium
403880,MotoGP™15 Compact,6.99,54,43,,126,0,202,3,0,Low
403900,Clergy Splode,0.79,197,252,,217,0,222,3,1,Medium
403940,Dungelot: Shattered Lands,6.99,333,74,,1296,0,214,9,4,High
403970,The Dwarves,34.99,936,311,,117,0,271,11,3,Low
404410,Endless Sky,0.0,3420,366,,33,0,265,20,6,Low
404480,SC2VN - The eSports Visual Novel,0.0,786,59,,135,0,207,12,1,Medium
404540,Nex Machina,14.99,1185,169,,255,0,232,19,4,Medium
404580,Relive,0.0,85,39,,8,0,265,3,0,Low
404590,Vikings - Wolves of Midgard,22.99,1580,1172,,230,0,306,20,5,Medium
404620,The Political Machine 2016,6.99,546,163,,3,0,242,19,2,Low
404630,One Hundred Ways,3.99,30,21,,309,0,138,4,1,High
404640,Game Tycoon 2,8.29,120,114,,354,0,185,4,1,High
404660,Vicky Saves the Big Dumb World,0.79,22,10,,270,0,209,6,1,Medium
404680,Hob,14.99,2376,297,,1103,0,153,18,4,High
404700,Curvatron,0.79,121,24,,317,0,207,4,0,High
404770,SUPERFIGHT,6.99,209,122,,402,0,298,7,2,High
404790,Godot Engine,0.0,624,21,,3,0,237,6,0,Low
404850,DARTHY,0.79,26,8,,249,0,241,6,0,Medium
405290,Charlie Murder,6.99,304,23,,1365,1,206,10,3,High
405310,LEGO® MARVEL's Avengers,24.99,1898,384,,59,0,124,20,5,Low
405370,Sky Break,6.99,306,157,,34,0,168,11,4,Low
405440,Ares Omega,0.79,7,7,,319,0,263,3,2,High
405500,Dangerous Golf,14.99,251,305,,1,0,293,7,2,Low
405610,Flight of the Paladin,0.79,178,163,,271,0,219,16,3,Medium
405640,Pony Island,3.99,9347,421,,224,0,187,20,0,Medium
405650,Zero Reflex : Black Eye Edition,2.99,176,40,,15,0,282,3,1,Low
405710,Staxel,14.99,1422,493,,552,0,88,20,6,High
405820,Turok,14.99,1614,73,,2092,0,185,18,4,High
405900,Disgaea PC / 魔界戦記ディスガイア PC,10.99,2211,306,,672,0,297,20,2,High
405950,Lowglow,5.59,391,31,,236,0,188,6,0,Medium
405980,Legend of Dungeon: Masters,0.0,117,79,,35,0,196,7,1,Low
406080,Ant War: Domination,1.99,100,76,,477,0,341,6,1,High
406090,Lost Moon,1.69,417,167,,357,0,78,4,0,High
406150,Refunct,1.99,11930,583,,149,0,85,20,2,Medium
406290,Twilight Struggle,7.19,790,128,,765,1,269,6,2,High
406730,"1,000 Heads Among the Trees",4.99,46,37,,4275,0,208,3,0,High
406850,Crush Your Enemies,6.99,248,49,,189,1,279,8,2,Medium
406970,The Uncertain: Last Quiet Day,10.99,1046,256,,1,0,278,16,0,Low
407000,Survival Is Not Enough,3.99,18,29,,243,0,339,4,3,Medium
407120,Soccer Manager 2016,0.0,523,218,,10,0,260,9,2,Low
407230,Legend of Mysteria RPG,1.59,410,182,,148,0,240,20,4,Medium
407300,The Last NightMary - A Lenda do Cabeça de Cuia,2.79,466,119,,179,0,276,4,0,Medium
407310,NEKO-NIN exHeart,6.99,652,23,,404,0,208,12,1,High
407330,Sakura Dungeon,14.99,1041,88,,1616,0,257,20,2,High
407340,Strawberry Vinegar,6.99,90,4,,217,0,246,7,0,Medium
407560,Killing Room,6.99,635,291,,386,0,243,16,4,High
407620,Indie Game Battle,3.99,81,100,,240,0,157,4,1,Medium
407720,Poker Pretty Girls Battle: Texas Hold'em,6.99,64,72,,243,0,129,4,0,Medium
407810,Hard Reset Redux,14.99,772,181,,132,0,281,9,3,Low
407840,Guardians of Orion (Phase 1),0.79,2080,1642,,84,0,182,20,8,Low
407900,Princess Remedy in a World of Hurt,0.0,2305,53,,76,0,255,19,3,Low
407940,Hyper Bounce Blast,3.99,74,4,,158,0,177,5,1,Medium
407980,Sakura Beach 2,6.99,286,100,,586,0,300,9,0,High
408000,Cinderella Escape! R12,3.99,259,65,,40,0,114,12,1,Low
408110,Planet R-12,0.79,116,24,,238,0,267,4,2,Medium
408520,FORM,10.99,551,45,,6,0,199,6,0,Low
408740,Pro Gamer Manager,6.99,367,359,,384,0,53,8,1,High
409100,The Purring Quest,6.99,883,153,,326,0,203,10,1,High
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0.0,7642,529,,15907,0,280,19,1,High
409320,Syndrome,15.49,140,68,,15,0,167,20,4,Low
409380,Among the Heavens,1.99,210,39,,202,0,126,4,0,Medium
409420,Knight Adventure,0.79,19,32,,374,0,53,3,1,High
409440,SnakEscape [REMASTERED],5.79,81,13,,606,0,183,20,1,High
409510,Genesis Online,0.0,602,1330,,8,0,94,20,7,Low
409600,Contract With The Devil,3.99,91,41,,284,0,111,4,0,Medium
409670,Pink Hour,0.0,816,66,,19,0,130,16,2,Low
409690,Pink Heaven,0.0,574,63,,7,0,31,20,2,Low
409710,BioShock™ Remastered,9.99,8652,5121,,247,0,241,20,4,Medium
409720,BioShock™ 2 Remastered,13.99,2796,2808,,166,0,221,19,6,Medium
409890,Stranger of Sword City / 剣の街の異邦人 ～黒の宮殿～,14.99,255,107,,527,0,302,10,1,High
410110,12 is Better Than 6,6.99,3192,576,,228,0,191,20,2,Medium
410210,Ampersand,0.79,319,680,,232,0,227,3,0,Medium
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,15.49,4325,267,,915,0,281,20,5,High
410380,HEX: Shards of Fate,0.0,1055,580,,2180,0,262,14,4,High
410570,Gunjack,4.24,153,34,,40,0,256,3,1,Low
410670,Suits: A Business RPG,0.79,571,81,,23,0,166,8,2,Low
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,5.59,318,10,,390,0,273,16,0,High
410900,Forts,10.99,2073,549,,1661,0,140,19,5,High
410970,Master of Orion 1,0.0,74,10,,333,0,165,6,1,High
410980,Master of Orion 2,0.0,350,13,,54,0,165,8,2,Low
411120,Galaxy Admirals,1.59,173,29,,297,1,206,7,1,High
411300,ELEX,39.99,7388,2427,,1932,0,305,20,3,High
411480,BATTLECREW™ Space Pirates,0.0,92,77,,78,0,190,15,6,Low
411560,Reveal The Deep,0.79,1081,194,,20,0,274,15,0,Low
411740,Yet Another World,5.79,51,12,,373,0,90,5,1,High
411760,Swordbreaker The Game,1.99,272,48,,477,0,139,20,0,High
411830,SENRAN KAGURA SHINOVI VERSUS,14.99,2991,160,,1228,0,259,20,2,High
411960,TY the Tasmanian Tiger,10.99,1676,26,,117,0,305,13,2,Low
412130,Era of Majesty,4.79,151,93,,206,0,146,5,2,Medium
412140,Electric Highways,0.0,1139,143,,12,0,260,17,0,Low
412150,Midsummer Night,3.19,208,33,,249,0,268,4,0,Medium
412170,City of Chains,5.99,207,64,,253,0,307,12,2,Medium
412210,Warfront Defenders: Westerplatte,3.99,15,16,,253,0,231,4,2,Medium
412290,The Dreamlord,2.79,23,46,,248,0,320,3,0,Medium
412380,Legend (1994),3.99,30,17,,383,0,124,3,1,High
412400,GASP,0.0,293,1159,,6,0,242,20,7,Low
412450,The Black Death,14.99,1134,756,,139,0,290,19,9,Medium
412470,Metal War Online: Retribution,0.0,438,361,,76,0,119,17,8,Low
412600,Lup,0.79,149,186,,232,0,126,3,1,Medium
412740,Audioshield,14.99,2080,426,,40,0,168,6,0,Low
412770,Boogeyman,3.99,297,54,,59,0,151,8,3,Low
412830,STEINS;GATE,23.99,5720,130,,2628,0,314,20,0,High
412880,Drift Streets Japan,1.69,1899,977,,146,0,248,10,3,Medium
413150,Stardew Valley,10.99,118217,3761,,2868,0,240,20,4,High
413410,Danganronpa: Trigger Happy Havoc,14.99,5714,167,,1636,0,295,20,2,High
413420,Danganronpa 2: Goodbye Despair,14.99,4677,148,,1909,0,224,20,0,High
413870,Sickness,6.99,97,7,,182,0,304,9,1,Medium
414070,Shut Up And Dig,3.99,250,173,,279,0,162,7,2,Medium
414080,Life is Hard,5.99,339,132,,338,0,215,9,1,High
414120,Modbox,10.99,141,15,,484,0,104,8,2,High
414290,Princess.Loot.Pixel.Again,3.19,955,167,,368,0,319,15,3,High
414340,Hellblade: Senua's Sacrifice,24.99,20227,1805,,455,0,285,20,1,High
414530,Skyforge,0.0,1270,946,,561,0,290,20,9,High
414580,Uriel's Chasm 2: את,3.99,111,224,,185,0,122,4,1,Medium
414700,Outlast 2,23.79,10790,1563,,277,0,297,20,4,Medium
414720,Astrox: Hostile Space Excavation,7.19,291,50,,427,0,269,13,2,High
414730,Epic Clicker Journey,0.0,438,212,,31,0,194,7,1,Low
414740,RAID: World War II,15.49,888,806,,279,0,163,20,7,Medium
415030,One More Dungeon,3.99,409,117,,53,0,111,13,4,Low
415150,Pang Adventures,6.99,131,30,,2,0,177,8,4,Low
415200,Motorsport Manager,24.99,4278,488,,4289,0,273,8,3,High
415270,Star Crusade CCG,0.0,1479,344,,82,1,257,9,1,Low
415300,Monster Monpiece,14.99,197,64,,40,0,224,9,1,Low
415350,Shooting Stars!,3.99,500,57,,141,0,109,7,1,Medium
415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),19.49,571,126,,255,0,284,15,2,Medium
415590,Earthfall,23.79,1171,592,,85,0,254,18,7,Low
415660,Tiger Knight,0.0,859,552,,9,0,253,10,4,Low
415830,Gnomes Garden,3.99,84,11,,337,0,217,6,1,High
415840,Mystic Saga,3.99,86,46,,306,0,184,3,0,High
415850,BAD END,2.09,251,48,,207,0,132,5,0,Medium
415860,Tactical Craft Online,0.0,572,592,,39,0,285,16,7,Low
415880,Disc Jam,10.99,1015,354,,149,1,246,6,3,Medium
415960,Energy Cycle,1.99,167,52,,216,0,288,3,0,Medium
416030,Your Quest,0.0,74,55,,112,0,229,7,2,Low
416040,CLASH,0.0,87,120,,226,0,305,8,5,Medium
416080,The Odyssey: Winds of Athena,1.99,331,181,,330,0,246,19,2,High
416170,HotLead,0.79,88,177,,121,0,179,4,1,Low
416200,Door To Door,3.99,21,18,,7,0,202,7,0,Low
416210,Block'hood,10.99,707,248,,368,0,303,13,3,High
416290,Bleeding Border,3.99,22,26,,277,0,187,3,1,Medium
416310,Goblin Defenders: Steel‘n’ Wood,1.99,49,32,,196,0,62,4,1,Medium
416370,Showing Tonight: Mindhunters Incident,3.99,44,34,,352,0,93,5,0,High
416450,Emporea: Realms of War and Magic,0.0,250,148,,346,1,215,7,3,High
416530,Tacopocalypse,3.99,53,6,,145,0,290,3,1,Medium
416590,Emily Wants To Play,3.99,914,222,,36,0,286,18,5,Low
416600,Full Metal Furies,14.99,963,94,,637,0,280,14,4,High
416610,The Growth Journey,2.79,39,21,,218,0,59,3,1,Medium
416630,True Lover's Knot,5.19,51,59,,521,0,241,13,0,High
416680,Zombie Night Terror,9.99,1140,86,,143,0,282,15,2,Medium
416690,Oh...Sir! Prototype,0.0,811,76,,91,0,58,6,1,Low
416760,Pay2Win: The Tricks Exposed,3.99,74,47,,4,0,247,7,1,Low
416770,SquareCells,1.99,555,46,,388,0,44,4,0,High
417110,Mayjasmine Episode01 - What is God?,6.99,189,88,,277,0,277,8,0,Medium
417290,Ghost of a Tale,19.49,2119,173,,551,0,237,18,3,High
417430,Moto Racer  4,11.39,474,252,,586,0,297,9,3,High
417860,Emily is Away,0.0,25981,3340,,121,0,112,20,0,Low
417890,Apotheon Arena,0.0,758,166,,35,0,289,7,2,Low
417910,Street Warriors Online,1.59,956,724,,20,0,274,15,5,Low
417990,Major\Minor,14.99,335,82,,744,0,299,20,1,High
418030,Subsistence,10.59,2680,1130,,82,0,302,19,9,Low
418040,hocus,0.79,488,41,,270,0,75,4,0,Medium
418070,Turbo Pug,0.79,3041,310,,224,0,286,9,0,Medium
418120,Cally's Caves 3,5.99,349,77,,221,0,280,12,2,Medium
418150,The Madness of Little Emma,5.99,107,24,,4277,0,196,12,3,High
418160,Garden Rescue: Christmas Edition,2.79,48,9,,207,0,59,3,1,Medium
418180,Tempest: Pirate Action RPG,14.99,1221,501,,102,0,301,20,5,Low
418190,Helen's Mysterious Castle,1.59,513,31,,287,0,180,20,1,Medium
418240,Shadow Tactics: Blades of the Shogun,34.99,9523,417,,287,0,300,20,3,Medium
418310,Chronicles of a Dark Lord: Rhapsody Clash,0.79,15,12,,250,0,96,14,1,Medium
418340,RWBY: Grimm Eclipse,14.99,8844,1830,,185,0,126,20,4,Medium
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,19.99,19022,1718,,823,0,204,20,5,High
418460,Rising Storm 2: Vietnam,18.99,17201,4777,,1945,0,281,20,5,High
418610,Swiftly,0.79,62,59,,230,0,160,3,1,Medium
418640,Iron Commando - Koutetsu no Senshi,3.99,17,8,,401,0,108,3,1,High
418650,Space Pirate Trainer,10.99,1909,84,,113,0,185,10,3,Low
418670,Pankapu,8.99,198,43,,51,0,245,9,1,Low
418950,DreadOut: Keepers of The Dark,4.99,412,102,,118,0,230,9,0,Low
418960,Catorize,1.99,5,14,,319,0,274,5,1,High
419500,Red Game Without A Great Name,1.99,58,3,,288,0,301,3,1,Medium
420110,NEKOPARA Vol. 2,6.99,8671,238,,586,0,184,20,1,High
420290,Blackwake,14.99,9352,1367,,396,0,147,19,6,High
420300,The Admin,1.69,7,14,,342,0,336,9,2,High
420530,OneShot,6.99,10985,220,,327,0,208,20,1,High
420660,Burnin' Rubber 5 HD,7.19,84,10,,99,0,254,4,2,Low
420740,The Deed,0.49,1378,137,,241,0,236,20,1,Medium
420790,StarBreak,0.0,728,221,,54,1,192,15,4,Low
420970,RoBoRumble,4.79,48,45,,344,0,301,2,1,High
421020,DiRT 4,44.99,3779,1923,,873,0,294,12,3,High
421030,Catch Me,4.79,481,126,,273,1,120,5,1,Medium
421040,Plantera,2.09,3709,485,,365,0,228,16,1,High
421050,Deponia Doomsday,14.99,1868,270,,247,0,233,14,0,Medium
421120,Samorost 3,16.99,1888,98,,515,0,287,16,0,High
421660,Harmonia,6.99,342,8,,219,0,193,10,0,Medium
421700,Sakura Santa,6.99,478,78,,647,0,268,11,0,High
422100,Heaven Island Life,0.79,362,316,,216,0,304,3,0,Medium
422110,Wand Wars,8.99,149,9,,225,0,95,13,1,Medium
422250,ShipLord,10.99,324,238,,249,0,145,8,1,Medium
422610,1775: Rebellion,18.99,29,23,,449,1,181,3,1,High
422810,River City Ransom: Underground,14.99,1285,425,,8,1,284,20,7,Low
422870,Super Duper Flying Genocide 2017,0.79,1000,441,,157,0,121,6,1,Medium
422970,Devil Daggers,3.99,4462,222,,216,0,209,20,4,Medium
423230,Furi,14.99,4199,474,,535,0,51,20,1,High
423580,Project Highrise,14.99,1724,400,,224,0,67,10,2,Medium
423590,The Little Acre,9.99,369,52,,150,0,276,17,0,Medium
423710,Invasion: Brain Craving,0.79,115,151,,237,0,194,10,3,Medium
423880,Carpe Diem,0.0,6791,793,,10,0,134,17,0,Low
423890,Gods and Idols,0.0,419,183,,1,0,253,8,2,Low
424000,Project Pulsation,3.99,56,85,,400,0,284,4,2,High
424280,Iron Snout,0.0,13889,277,,10647,0,138,20,3,High
424370,Wolcen: Lords of Mayhem,27.99,2787,1306,,2766,0,218,17,5,High
424640,Karaski: What Goes Up...,8.99,41,6,,161,0,228,19,2,Medium
424830,Bell Ringer,4.99,97,309,,183,0,236,4,2,Medium
424840,Little Nightmares,15.99,7568,980,,90,0,220,20,2,Low
425210,Shadwen,12.99,587,179,,80,0,145,15,3,Low
425220,One Piece Burning Blood,39.99,1504,496,,453,0,183,10,3,High
425230,Sword 'N' Board,3.99,15,12,,25,0,137,5,2,Low
425340,Space Moth DX,3.99,77,13,,162,0,216,10,1,Medium
425410,Road to Ballhalla,10.99,281,36,,5,0,223,9,1,Low
425580,The Room Two,3.99,7382,176,,181,0,285,17,0,Medium
426000,HunieCam Studio,4.99,3214,645,,183,0,267,20,1,Medium
426040,Goodnight Butcher,1.59,29,18,,226,0,173,2,0,Medium
426690,Narcissu 10th Anniversary Anthology Project,1.99,327,6,,157,0,309,7,0,Medium
426790,Grow Up,8.59,941,118,,323,0,267,15,2,High
427190,DEAD RISING®,15.99,1595,190,,166,0,174,19,4,Medium
427290,Vampyr,44.99,4580,1717,,794,0,199,20,3,High
427470,Democracy 3 Africa,10.99,189,76,,1505,0,336,5,1,High
427510,Way of the Samurai 3,14.99,206,59,,815,0,260,19,4,High
427520,Factorio,21.0,47918,723,,10087,1,303,19,6,High
427550,Tibetan Quest: Beyond the World's End,6.99,88,47,,153,0,47,16,0,Medium
427570,Dawn of Andromeda,22.99,89,79,,1500,0,290,7,1,High
427730,Who's Your Daddy,3.99,9751,3747,,103,1,131,20,7,Low
427780,PERFECT ANGLE: The puzzle game based on optical illusions,6.99,250,66,,96,0,175,5,1,Low
427820,Hitman GO: Definitive Edition,6.49,782,152,,210,0,136,6,1,Medium
427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,3.99,38,27,,171,0,290,20,1,Medium
427980,Aozora Meikyuu,3.99,386,96,,152,0,73,9,0,Medium
428080,Racket: Nx,15.49,356,12,,17,1,167,13,2,Low
428510,Solitaire Christmas. Match 2 Cards,3.99,44,18,,335,0,120,3,0,High
428550,Momodora: Reverie Under The Moonlight,6.99,5904,363,,134,0,303,20,1,Medium
428630,White Mirror,3.99,163,126,,256,0,289,3,0,Medium
428690,Youtubers Life,19.99,6483,2590,,1394,0,169,20,4,High
428750,Neon Chrome,10.99,743,61,,83,0,284,20,4,Low
428900,"Linea, the Game",1.59,730,109,,223,0,219,10,1,Medium
428950,"Kivi, Toilet and Shotgun",0.79,237,240,,218,0,299,5,1,Medium
429050,Feed and Grow: Fish,10.99,1341,550,,197,0,58,16,6,Medium
429060,Zombie Wars: Invasion,1.99,47,39,,349,0,233,5,1,High
429180,Project CARS - Pagani Edition,0.0,598,402,,15906,0,29,8,3,High
429280,Gems of the Aztecs,3.99,73,34,,351,0,119,2,0,High
429300,Sepia Tears,0.0,713,85,,97,0,117,9,0,Low
429330,Stikbold! A Dodgeball Adventure,7.99,286,41,,188,0,262,13,2,Medium
429470,Space Pilgrim Episode I: Alpha Centauri,0.9,749,113,,321,0,299,18,1,High
429490,Resilience Wave Survival,7.19,103,60,,9,0,254,14,5,Low
429580,A Wild Catgirl Appears!,1.99,136,105,,274,0,265,6,0,Medium
429610,The Emerald Maiden: Symphony of Dreams,6.99,208,43,,132,0,51,16,0,Low
429620,Dungeon Rushers: Crawler RPG,10.99,609,252,,863,1,285,18,3,High
429660,Tales of Berseria™,39.99,7427,536,,2398,0,271,20,5,High
429680,Spellweaver,0.0,905,321,,77,0,296,6,1,Low
429700,Squirbs,1.59,261,138,,232,0,183,13,1,Medium
429780,Bunny Hop League,4.79,429,167,,94,1,166,5,1,Low
429790,AdventureQuest 3D,0.0,2699,1115,,332,1,101,16,5,High
429950,ABO MANDO,0.79,18,47,,275,0,256,4,1,Medium
430080,Elysium: Blood Games,1.59,51,25,,225,0,235,10,1,Medium
430290,Shmups Skill Test シューティング技能検定,3.99,32,2,,59,0,293,2,1,Low
430960,Lucy -The Eternity She Wished For-,6.99,5341,238,,213,0,77,20,0,Medium
431200,Disastr_Blastr,1.69,41,4,,445,0,226,8,2,High
431230,Tiny Guardians,6.99,98,24,,221,0,211,4,1,Medium
431240,Golf With Your Friends,4.79,15946,1723,,323,1,89,19,3,High
431250,Mushroom Wars,6.99,275,66,,556,0,122,19,3,High
431280,tiny & Tall: Gleipnir,12.49,111,3,,126,0,125,4,0,Low
431450,Alchemist's Awakening,11.99,232,59,,119,0,264,10,4,Low
431500,Clash of the Monsters,0.0,175,173,,1,1,294,6,2,Low
431540,Frosty Kiss,0.0,1103,125,,22,0,173,11,0,Low
431560,Hard Room,1.99,275,120,,242,0,172,7,1,Medium
431590,Earn to Die 2,3.99,304,35,,912,0,280,6,1,High
431640,Doodle Kingdom,6.19,53,65,,263,0,255,19,3,Medium
431680,Nuts!: The Battle of the Bulge,6.99,14,17,,190,0,232,4,1,Medium
431710,Space Pilgrim Episode II: Epsilon Indi,0.9,310,52,,330,0,217,14,1,High
431740,Chowderchu,2.09,30,21,,268,0,302,5,1,Medium
431750,Iron Sea Defenders,3.99,76,26,,320,0,106,4,1,High
431810,Rencounter,4.79,132,58,,5,0,224,19,4,Low
431830,Drift Into Eternity,15.49,27,7,,178,0,303,6,2,Medium
431960,Wallpaper Engine,2.79,63623,1947,,1731,0,154,20,4,High
431990,Locked-in syndrome,1.99,126,145,,183,0,87,4,1,Medium
432010,World's Dawn,6.99,431,97,,243,0,198,11,1,Medium
432020,What's under your blanket !?,0.79,2207,422,,150,0,124,18,2,Medium
432100,Negligee,10.29,472,117,,368,0,127,11,0,High
432170,Silver Knight,1.59,36,28,,389,0,289,6,2,High
432260,Tiltagon,1.99,54,17,,9,0,270,3,1,Low
432280,BattleStorm,1.99,42,12,,219,0,257,8,1,Medium
432410,The Sacred Stone,15.49,8,7,,234,0,242,6,2,Medium
432470,Magdalena,1.99,102,137,,205,0,278,5,0,Medium
432950,Orange Moon,6.99,58,28,,284,0,126,13,2,Medium
432990,Green Game: TimeSwapper,1.99,42,4,,249,0,272,3,1,Medium
433170,Die Young,10.99,433,101,,419,0,236,19,3,High
433210,Rhino's Rage,3.99,33,58,,95,0,331,3,2,Low
433280,Warlords Battlecry III,6.99,250,68,,134,0,279,5,2,Medium
433340,Slime Rancher,14.99,24205,965,,1314,0,217,20,4,High
433350,BlackShot: Mercenary Warfare FPS,0.0,1258,1182,,85,0,218,20,7,Low
433660,Blockpocalypse,10.99,10,2,,1,0,129,11,4,Low
433790,Wooden Floor 2 - Resurrection,1.69,23,21,,241,0,167,4,0,Medium
433850,Z1 Battle Royale,0.0,111434,91664,,3142,0,310,20,9,High
433910,Neon Drive,6.99,1149,241,,368,0,212,15,1,High
433950,Bit Blaster XL,0.79,5221,145,,125,0,157,20,3,Low
434030,Aerofly FS 2 Flight Simulator,44.99,787,280,,17954,0,313,9,2,High
434050,Duke Nukem 3D: 20th Anniversary World Tour,14.99,806,177,,55,0,242,20,6,Low
434170,The Jackbox Party Pack 3,18.99,831,44,,302,0,242,11,3,High
434210,It's Spring Again,0.79,559,53,,222,0,141,6,0,Medium
434220,Bear Haven Nights,3.99,35,6,,273,0,86,6,2,Medium
434250,Masked Shooters 2,0.79,1041,451,,194,0,270,12,5,Medium
434290,Typefighters (Steam Edition),1.59,77,34,,3,1,305,2,0,Low
434380,Pixel Z - Gun Day,0.79,184,299,,16,1,57,19,5,Low
434410,Moonlight,1.69,208,9,,25,0,287,8,0,Low
434460,Rock of Ages 2: Bigger & Boulder™,10.99,1423,348,,190,0,293,12,3,Medium
434500,BATTLE PIXELS,1.59,38,28,,367,0,200,18,3,High
434520,Simutrans,0.0,232,83,,88,0,234,10,2,Low
434530,Flobe,0.79,25,3,,1,0,267,4,1,Low
434570,Blood and Bacon,0.79,16822,995,,1203,0,278,20,7,High
434650,Lost Castle,6.99,11930,1392,,881,0,111,20,5,High
434680,Lamia's Game Room,0.79,105,65,,241,0,301,4,0,Medium
434730,Half Dead,1.59,2174,560,,53,0,132,17,6,Low
434740,Lichtspeer,6.99,92,19,,52,0,253,18,1,Low
434800,The Great Escape,2.79,18,9,,240,0,173,11,4,Medium
434890,Eight Mini Racers,0.79,29,22,,209,0,160,2,0,Medium
434920,Last Heroes 2,2.09,24,8,,220,0,137,5,1,Medium
435030,Lost Lands: Mahjong,0.0,3769,309,,23,0,125,5,0,Low
435100,2Dark,18.99,155,47,,277,0,267,7,0,Medium
435120,Rusty Lake Hotel,1.59,1311,86,,205,0,115,7,0,Medium
435140,Rush for gold: Alaska,2.79,32,8,,228,0,60,2,1,Medium
435150,Divinity: Original Sin 2 - Definitive Edition,29.99,44145,2464,,2938,0,202,20,5,High
435400,Hidden Folks,5.99,4514,161,,87,0,169,18,0,Low
435440,Galaxy Control: 3D Strategy,0.0,180,166,,17,1,266,5,2,Low
435530,The Final Station,10.99,3383,649,,199,0,284,20,3,Medium
435790,10 Second Ninja X,7.99,135,17,,2,0,213,4,1,Low
435970,RefRain - prism memories -,10.99,55,0,,280,0,258,6,1,Medium
436000,Lovely Planet Arcade,4.79,69,23,,556,0,265,6,2,High
436110,Medusa's Labyrinth,0.0,807,209,,19,0,296,12,4,Low
436140,Empire of the Gods,1.59,31,12,,513,0,255,4,1,High
436150,Governor of Poker 3,0.0,2163,866,,1848,1,241,7,1,High
436180,Spacelords,0.0,1170,1209,,62,1,315,20,7,Low
436480,Soup: the Game,1.59,25,15,,4,0,182,5,2,Low
436520,Line of Sight,0.0,4562,3397,,161,0,242,20,9,Medium
436820,Waltz of the Wizard,0.0,1133,24,,42,0,302,8,0,Low
437160,The Lion's Song: Episode 1 - Silence,0.0,1579,109,,129,0,292,16,0,Low
437180,Chill the Piro,1.69,18,7,,292,0,190,9,1,Medium
437400,SOLRAVEN,0.0,8,27,,1,0,94,5,1,Low
437530,A Blind Legend,4.99,136,34,,189,0,170,3,1,Medium
437570,GoNNER,6.99,729,122,,60,0,313,15,3,Low
437890,AuroraRL,3.19,137,50,,571,0,205,11,5,High
437900,Party Jousting,0.0,575,58,,1,0,75,8,1,Low
437920,Tricky Towers,11.99,3449,378,,570,0,237,12,2,High
438020,AI: Rampage,1.59,85,206,,288,0,201,4,2,Medium
438030,Dead6hot,0.79,201,246,,255,0,105,4,1,Medium
438040,Shakes and Fidget,0.0,6591,988,,1752,1,279,20,4,High
438080,Surfingers,1.59,442,103,,245,1,88,3,1,Medium
438100,VRChat,0.0,25818,3323,,1351,1,141,19,3,High
438130,Root Double -Before Crime * After Days- Xtend Edition,26.99,250,15,,719,0,259,15,0,High
438180,Super Mustache,0.79,433,160,,210,0,269,8,1,Medium
438270,Learn Japanese To Survive! Hiragana Battle,4.99,1189,88,,91,0,284,9,1,Low
438480,Rock 'N' Roll Defense,0.79,673,137,,305,0,194,7,2,High
438490,GOD EATER 2 Rage Burst,39.99,2576,738,,942,0,162,20,6,High
438600,Soccer Manager,0.0,145,78,,11,1,202,9,2,Low
438640,LEGO® STAR WARS™: The Force Awakens,24.99,1828,422,,1399,0,297,20,5,High
438680,One Troll Army,0.0,936,169,,14,0,165,9,3,Low
438720,Heroes of Shadow Guard,0.0,26,28,,2,1,283,4,1,Low
438740,Friday the 13th: The Game,15.49,19663,8304,,4823,0,277,20,5,High
439190,Stories: The Path of Destinies,10.99,4138,609,,272,0,180,17,2,Medium
439250,Space Pilgrim Episode III: Delta Pavonis,0.9,218,37,,325,0,261,10,0,High
